2025-07-18 20:54:38,1,6
2025-07-18 21:58:48,1,12
2025-07-18 21:59:29,2,12
2025-07-18 22:00:37,3,10
2025-07-18 22:03:28,2,1
2025-07-25 13:02:07,2,4
2025-08-11 10:13:26,2,20
2025-08-11 10:14:26,2,2
2025-08-11 10:16:49,2,20
2025-08-11 10:19:57,2,1
2025-08-11 10:21:15,2,20
